0x00100008 0x00100218 _start
0x00181100 0x00181134 Snd_Strm_BgmSaveSizeSet
0x00181140 0x001811d8 Snd_Strm_BgmProc
0x001811e0 0x00181240 Snd_Strm_BgmVolumeSet
0x00181240 0x00181264 Snd_Strm_BgmCheck
0x00181270 0x001812a0 Snd_Strm_BgmStop
0x001812a0 0x00181590 Snd_Strm_BgmPlay
0x00181590 0x00181640 Snd_StrmBgm_BufTran
0x00181640 0x00181670 Snd_StrmBgm_BufAddrGet
0x00181670 0x001816d0 Snd_StrmBgm_EnvSetCh
0x001816d0 0x00181708 Snd_StrmBgm_Init
0x00181710 0x0018173c Snd_StrmSe_ReadEnd
0x00181740 0x001817ac Snd_Strm_SeAllSaveSizeGet
0x001817b0 0x001817f0 Snd_Strm_SeSaveSizeGet
0x001817f0 0x00181830 Snd_Strm_SeSaveSizeSet
0x00181830 0x001818c8 Snd_Strm_SeProc
0x001818d0 0x00181930 Snd_Strm_SeVolumeSet
0x00181930 0x00181954 Snd_Strm_SeCheck
0x00181960 0x00181988 Snd_Strm_SeStop
0x00181990 0x00181a28 Snd_Strm_SePlayNum
0x00181a30 0x00181a60 Snd_Strm_SePlayCheck
0x00181a60 0x00181b2c Snd_StrmSe_BufTran
0x00181b30 0x00182008 Snd_StrmSe_PreReadFileCh
0x00182010 0x00182054 Snd_StrmSe_BufAddrGet
0x00182060 0x001820c8 Snd_StrmSe_EnvSetCh
0x001820d0 0x00182100 Snd_StrmSe_Init
0x00182100 0x0018220c Mini_BatItemEffectMake
0x00182210 0x00182338 Mini_BatDkMkDraw
0x00182340 0x001823a4 Mini_BatDkMkInit
0x001823b0 0x0018259c Mini_BatDkMkMain
0x001825d0 0x00182708 Mini_BatDownEffectMake
0x00182710 0x00182860 Mini_BatClEffectMake
0x00182860 0x00182944 Mini_BatHitEffectMake
0x00182950 0x00182a2c Mini_BatSwEffectMake
0x00182a30 0x00182a98 Mini_BatAnim
0x00182aa0 0x00184784 Mini_BatTran
0x00184790 0x0018617c Mini_BatProc
0x00186180 0x001861f0 Mini_BatEnd
0x001861f0 0x001862d4 Mini_BatStart
0x001862e0 0x001863d8 Mini_BatInit
0x001863e0 0x001864ec Mini_CardMojiEffectMake
0x001864f0 0x00186658 Mini_CardMojiEffectMake
0x00186660 0x00186760 Mini_CardChangeEffect
0x00186760 0x001869d4 Mini_CardAtariEffect
0x001869e0 0x00186a88 Mini_CardSpAnim
0x00186a90 0x00186c10 Mini_CardMojiEffectMake
0x00186c10 0x00186ce0 Mini_CardAnim
0x00186ce0 0x00186e28 Mini_CardMemCheck
0x00186e30 0x00186e6c Mini_CardMemoryClear
0x00186e70 0x00186ed0 Mini_CardMemory
0x00186ed0 0x00186fdc Mini_CardShuffle
0x00186fe0 0x00187054 Mini_CardStateCheck
0x00187060 0x0018831c Mini_CardTran
0x00188320 0x0018a3fc Mini_CardProc
0x0018a420 0x0018a4e0 Mini_CardEnd
0x0018a4e0 0x0018a794 Mini_CardStart
0x0018a7a0 0x0018a898 Mini_CardInit
0x0018a8a0 0x0018aa38 Mini_CatchItemEffectMake
0x0018aa40 0x0018abe0 Mini_CatchItemEffectMake
0x0018abe0 0x0018adb8 Mini_CatchBomEffectMake
0x0018adc0 0x0018aeb0 Mini_CatchItemHit
0x0018aeb0 0x0018af18 Mini_CatchItemCheck
0x0018af20 0x0018b68c Mini_CatchItemProc
0x0018b690 0x0018b8e0 Mini_CatchSakuraMove
0x0018b8e0 0x0018b9c0 Mini_CatchDokuroAnim
0x0018b9c0 0x0018ba70 Mini_CatchSakuraAnim
0x0018ba70 0x0018c734 Mini_CatchTran
0x0018c740 0x0018d488 Mini_CatchProc
0x0018d490 0x0018d764 Mini_CatchStEffectMake
0x0018d770 0x0018d830 Mini_CatchEnd
0x0018d830 0x0018d9b8 Mini_CatchStart
0x0018d9c0 0x0018da98 Mini_CatchInit
0x0018daa0 0x0018db80 Mini_MoguraKusaiAnim
0x0018db80 0x0018dcc8 Mini_MoguraDokuroAnim
0x0018dcd0 0x0018dd68 Mini_MoguraAmiAnim
0x0018dd70 0x0018eab4 Mini_MoguraTran
0x0018eac0 0x0018fe3c Mini_MoguraProc
0x0018fe40 0x00190114 Mini_MoguraStEffectMake
0x00190120 0x001901d8 Mini_MoguraEnd
0x001901e0 0x00190358 Mini_MoguraStart
0x00190360 0x00190438 Mini_MoguraInit
0x00190440 0x00190548 Mini_RunGoalEffectMake
0x00190550 0x00190664 Mini_RunItemEffectMake
0x00190670 0x00190768 Mini_RunAtariEffect2
0x00190770 0x001908fc Mini_RunAtariEffect
0x00190900 0x00190c10 MiniRunDokuroProc
0x00190c10 0x00191000 MiniRunHitDown
0x00191000 0x001914e0 MiniRunHitRight
0x001914e0 0x001920d4 Mini_RunItem
0x001920e0 0x00192344 Mini_RunJump
0x00192350 0x00192530 Mini_RunAnim
0x00192530 0x00193d04 Mini_RunTran
0x00193d10 0x001950c8 Mini_RunProc
0x001950d0 0x001953a4 Mini_RunStEffectMake
0x001953b0 0x00195420 Mini_RunEnd
0x00195420 0x00195598 Mini_RunStart
0x001955a0 0x00195658 Mini_RunInit
0x00195660 0x001956c0 AD_TenkeyBgTran
0x001956c0 0x00195924 AD_TenkeyKeyTran
0x00195930 0x00195d84 AD_TenkeyDisplayTran
0x00195d90 0x00195de0 AD_TenkeyTran
0x00195de0 0x001960d4 AD_TenKeyCursorProc
0x001960e0 0x00196288 AD_TenkeyInputProc
0x00196290 0x00196604 AD_TenkeyProc
0x00196610 0x00196934 AD_TenKeyDelEffectMake
0x00196940 0x00196e74 AD_TenKeyInputEffectMake2
0x00196e80 0x001972cc AD_TenKeyInputEffectMake
0x001972d0 0x0019787c AD_TenKeyEndEffectMake
0x00197880 0x00197e18 AD_TenKeyStEffectMake
0x00197e20 0x00197e68 AD_TenKeyEnd
0x00197e70 0x00197e9c AD_TenKeyNgTextSet
0x00197ea0 0x00197ecc AD_TenKeyOkTextSet
0x00197ed0 0x00197f20 AD_TenKeyModeSet
0x00197f20 0x00197fb0 AD_TenkeyStart
0x00197fb0 0x00198ae0 AD_BackLogModeProc
0x00198ae0 0x00198bbc AD_BackLogWinMake
0x00198bc0 0x00198cf0 AD_BackLogRewindTran
0x00198cf0 0x00198f0c AD_BackLogMicTran
0x00198f10 0x001990d8 AD_BackLogModeEnd
0x001990e0 0x0019947c AD_BackLogModeStart
0x00199480 0x00199490 AD_BackLogSaveNumGet
0x00199490 0x00199510 AD_BackLogSubSaveProc
0x00199510 0x00199654 AD_BackLogSizeSet
0x001996d0 0x001996e0 AD_BackLogWintypeSet
0x001996e0 0x001996f0 AD_SaveVoiceSet
0x001996f0 0x0019971c AD_BackLogPlus
0x00199720 0x00199768 AD_BackLogSet
0x00199770 0x00199788 AD_BackLogScrollReset
0x00199790 0x001997c4 AD_BackLogInit
0x001997d0 0x00199a88 AD_CgBonusGetJudg
0x00199a90 0x00199c34 AD_CgBonusEntry
0x00199c40 0x0019b4c0 AD_CgLibKasolProc
0x0019b4c0 0x0019b550 AD_CgLibKasolMove
0x0019b550 0x0019b5b8 AD_CgLibKasolPosh
0x0019b5c0 0x0019b648 AD_CgLibKasolPosw
0x0019b650 0x0019b708 AD_CgLibKasolPosy
0x0019b710 0x0019b7c8 AD_CgLibKasolPosx
0x0019b7d0 0x0019b9cc AD_CgLibThumbnailTran
0x0019b9d0 0x0019be7c AD_CgLibIconTran
0x0019be80 0x0019bed8 AD_CgLibTran
0x0019bee0 0x0019c4b0 AD_CgLibMain
0x0019c4b0 0x0019c6a8 AD_CgLibEntry
0x0019c6b0 0x0019c758 AD_CgLibCgCheck2
0x0019c760 0x0019c810 AD_CgLibCgRecord
0x0019c810 0x0019c8f0 AD_CgLibCgEntry
0x0019c8f0 0x0019c9e8 AD_CgLibInit
0x0019c9f0 0x0019cbb4 AD_DcbSelctEndProc
0x0019cd00 0x0019cd84 AD_DcbDataWinDel
0x0019cd90 0x0019ce2c AD_DcbCutinKuraiEffTran
0x0019ce30 0x0019cf0c AD_DcbCutinCharaTran3
0x0019cf10 0x0019d00c AD_DcbCutinCharaTran2
0x0019d010 0x0019d110 AD_DcbCutinCharaTran
0x0019d110 0x0019d340 AD_DcbCutinEffTran2
0x0019d340 0x0019d610 AD_DcbCutinEffTran
0x0019d610 0x0019e500 AD_DcbCutinPlay
0x0019e500 0x0019e620 AD_DcbCutinStandby
0x0019e620 0x0019eb04 AD_DcbStageStartProc
0x0019eb50 0x0019f0ec AD_DcbCameraProc
0x0019f0f0 0x0019f310 AD_DcbTrCharaProc2
0x0019f310 0x0019f704 AD_DcbTrCharaProc
0x0019f710 0x0019f9f0 AD_DcbTrCharaStart
0x0019f9f0 0x0019fac8 AD_DcbCharaTrGpUp
0x0019fad0 0x0019fb54 AD_DcbEnemyGpUp
0x0019fb60 0x0019fd28 AD_DcbCharaGpUp
0x0019fd30 0x001a00e4 AD_DcbIconEffectMake
0x001a00f0 0x001a0414 AD_DcbIconTran
0x001a0420 0x001a04c0 AD_DcbIconGpUp
0x001a04c0 0x001a0778 AD_DcbLockTran
0x001a0780 0x001a09e4 AD_DcbHpTran
0x001a09f0 0x001a0c6c AD_DcbCircleTran
0x001a0c70 0x001a15a0 AD_DcbGaugeTran
0x001a15a0 0x001a1974 AD_DcbBgGunTran
0x001a1980 0x001a1c88 AD_DcbCircleProc
0x001a1c90 0x001a1eb8 AD_DcbActStart
0x001a1ec0 0x001a2350 AD_DcbActProc
0x001a2350 0x001a25c8 AD_DcbHpProc
0x001a25d0 0x001a2810 AD_DcbLockMoveProc
0x001a2810 0x001a2cc8 AD_DcbTargetEffMake
0x001a2cd0 0x001a3288 AD_DcbTargetTran
0x001a3290 0x001a35b8 AD_DcbTargetProc
0x001a35c0 0x001a3e44 AD_DcbHitJudgProc
0x001a3e50 0x001a405c AD_DcbPointGet
0x001a4060 0x001a4194 AD_DcbTurnEffMake
0x001a41a0 0x001a43d0 AD_DcbTurnTran
0x001a43d0 0x001a4810 AD_DcbNumTran
0x001a4810 0x001a49e4 AD_DcbNumEffMake2
0x001a49f0 0x001a4bd0 AD_DcbNumEffMake
0x001a4bd0 0x001a4ce4 AD_DcbSupEffMake
0x001a4cf0 0x001a53e4 AD_DcbSupTran
0x001a53f0 0x001a58a8 AD_DcbSupProc
0x001a58b0 0x001a59a4 AD_DcbSupSet
0x001a59b0 0x001a5f04 AD_DcbHitMarkEffMake
0x001a5f10 0x001a5fc4 AD_DcbHitProc
0x001a5fd0 0x001a6194 AD_DcbHitMake
0x001a61a0 0x001a63c8 AD_DcbCountProc
0x001a63d0 0x001a6bdc AD_DcbProc
0x001a6be0 0x001a6e54 AD_DcbTran
0x001a6e60 0x001a7170 AD_DcbSelctTran
0x001a7170 0x001a744c AD_DcbSelctProc
0x001a7450 0x001a7460 AD_DcbLevelGet
0x001a7460 0x001a7470 AD_DcbLevelSet
0x001a7470 0x001a7578 AD_DcbSpButtonSet
0x001a7610 0x001a7700 AD_DcbButtonSet
0x001a7700 0x001a7ba0 AD_DcbSelCharaEndEffMake
0x001a7ba0 0x001a7da0 AD_DcbBdEndEffMake
0x001a7da0 0x001a8258 AD_DcbGdEndEffMake
0x001a8260 0x001a844c AD_DcbBattleStEffMake
0x001a8450 0x001a84a0 AD_DcbStEffMake
0x001a84a0 0x001a8564 AD_DcbEnd
0x001a8570 0x001a8758 AD_DcbStart
0x001a8760 0x001a87a8 AD_DcbBeforeLoadProc
0x001a87b0 0x001a87c0 AD_DcbLoadProc
0x001a87c0 0x001a87c8 adv_debugplus_i
0x001a87d0 0x001a87d8 adv_debugplus
0x001a87e0 0x001a87e8 adv_deberror
0x001a87f0 0x001a87fc adv_debugmode_check
0x001a8800 0x001a8948 AD_PtEffPartsMove2Set2
0x001a8950 0x001a8a18 AD_PtEffPartsMove2Set2
0x001a8a20 0x001a8b40 AD_PtEffPartsMove2Set1
0x001a8b40 0x001a8c08 AD_PtEffPartsMove2Set1
0x001a8c10 0x001a8d58 AD_PtEffPartsMove1Set2
0x001a8d60 0x001a8e30 AD_PtEffPartsMove1Set2
0x001a8e30 0x001a8f30 AD_PtEffPartsMove1Set1
0x001a8f30 0x001a9010 AD_PtEffPartsMove1Set1
0x001a9010 0x001a928c AD_PtEffPartsBasisSet
0x001a9290 0x001a9378 AD_PtEffPartsBasisSet
0x001a9380 0x001a9510 AD_PtEffTimeGet
0x001a9510 0x001a96b4 AD_PtEffPlay
0x001a96c0 0x001a989c AD_PtEffGpDel
0x001a98a0 0x001a9a44 AD_PtEffGpUp
0x001a9b90 0x001a9c38 AD_PtEffMake
0x001a9c40 0x001a9d1c AD_PtEffIdBackNum
0x001a9d20 0x001a9e14 AD_EffectUseDel
0x001a9e20 0x001a9f0c AD_EffectUseGet
0x001a9f10 0x001aab3c AD_EffectTran
0x001aab40 0x001aacc0 AD_EffectCountProc
0x001aacf0 0x001aaf4c AD_EffectSpProc
0x001aaf50 0x001ab08c AD_EffectProc
0x001ab090 0x001ab164 AD_EffectGetReady
0x001ab170 0x001ab498 AD_EffectMake
0x001ab4a0 0x001ab57c AD_EffectInit
0x001ab580 0x001ab640 AD_FlagAllSet
0x001ab640 0x001ab700 AD_FlagAllGet
0x001ab700 0x001ab75c AD_FlagNumber
0x001ab760 0x001ab7e0 AD_FlagNumber
0x001ab7e0 0x001ab850 AD_FlagChange
0x001ab850 0x001ab8e4 AD_FlagChange
0x001ab8f0 0x001ab958 AD_FlagSet
0x001ab960 0x001ab9f4 AD_FlagSet
0x001aba00 0x001abb20 AD_FlagMake
0x001abb20 0x001abbcc AD_FlagInitToNum
0x001abbd0 0x001abc7c AD_FlagNumToInit
0x001abc80 0x001abdc8 AD_FlagBackNum
0x001abdd0 0x001abdec AD_FlagMaxBackNum
0x001abdf0 0x001abe30 AD_FlagPointerGet
0x001abe30 0x001abf1c AD_Flaginit
0x001abf20 0x001ac0dc MovieTheater
0x001ac0e0 0x001ac1c0 AD_MVPlay
0x001ac1c0 0x001ac234 AD_MVPlay
0x001ac240 0x001ac338 AD_MVMake
0x001ac340 0x001ac3e0 AD_MVBackNum
0x001ac3e0 0x001ac42c AD_MVinit
0x001ac430 0x001ac5d4 AD_BlackOutTran
0x001ac5e0 0x001ac7e0 AD_BlackOutProc
0x001ac7e0 0x001aca28 AD_BlackOutMakeEffectProc
0x001aca30 0x001acf04 AD_BlackOutMakeEffect
0x001acf10 0x001ad0c4 AD_BlackOutFlash
0x001ad0d0 0x001ad2b4 AD_BlackOutEnd
0x001ad2c0 0x001ad46c AD_BlackOutStart
0x001ad470 0x001ad4ec AD_BlackOutInit
0x001ad4f0 0x001ad658 AD_BGCameraSet
0x001ad660 0x001ad838 AD_BGTargetSet
0x001ad840 0x001add1c AD_BGTargetPrepare
0x001add20 0x001add5c AD_BGGetState
0x001add60 0x001addc4 AD_BGCheckMode
0x001addd0 0x001ade28 AD_BGBackName
0x001ade30 0x001ade58 AD_BGProcSkip
0x001ade60 0x001ae178 AD_BGTran
0x001ae180 0x001ae3f0 AD_BGAngle
0x001ae3f0 0x001af254 AD_BGShakeZ
0x001af260 0x001afb7c AD_BGShakeY
0x001afb80 0x001b048c AD_BGShakeX
0x001b0490 0x001b0608 AD_BGReadyCheck
0x001b0610 0x001b0a68 AD_BGProc
0x001b0a70 0x001b0ab0 AD_BGCountNum
0x001b0ab0 0x001b0c64 AD_BGPrintReady
0x001b0c70 0x001b0cb4 AD_BGPrintReady
0x001b0cc0 0x001b1714 AD_BGPrintChange
0x001b1720 0x001b17d0 AD_BGPrintChangeBk
0x001b17d0 0x001b1818 AD_BGPrintChange
0x001b1820 0x001b1938 AD_BGPrintChange
0x001b1940 0x001b1988 AD_BGPrintChange
0x001b1990 0x001b1b5c AD_BGMake
0x001b1b60 0x001b1b8c AD_BGBackFileNum
0x001b1b90 0x001b1c28 AD_BGBackNum
0x001b1c30 0x001b1e78 AD_BGinit
0x001b1e80 0x001b1f34 AD_TrCharaLoadProc
0x001b1f40 0x001b2054 AD_TrCharaUniStanby
0x001b2060 0x001b20f0 AD_TrCharaDeleteAll
0x001b20f0 0x001b2584 AD_TrCharaRGBASet
0x001b2590 0x001b2648 AD_TrCharaTran
0x001b2650 0x001b2708 AD_AnimeSrcGet
0x001b2710 0x001b288c AD_TrCharaDestSet
0x001b2890 0x001b2960 AD_TrCharaHeadSetSet
0x001b2960 0x001b2a34 AD_TrCharaBobyCutSet
0x001b2a40 0x001b3224 AD_TrCharaAllTran2
0x001b3230 0x001b3338 AD_TrCharaAllTran
0x001b3340 0x001b3ae8 AD_TrCharaProc
0x001b3af0 0x001b3f24 AD_TrCharaSkip
0x001b3f30 0x001b4214 AD_TrCharaDelay
0x001b4220 0x001b4280 AD_TrCharaIndexChange
0x001b4280 0x001b4338 AD_TrCharaNonAnime
0x001b4340 0x001b4424 AD_TrCharaColorLoop
0x001b4430 0x001b4510 AD_TrCharaColorChange
0x001b4510 0x001b45b8 AD_TrCharaEmotionLoop
0x001b45c0 0x001b47fc AD_TrCharaEmotionChange
0x001b4800 0x001b48c8 AD_TrCharaPatternLoop
0x001b48d0 0x001b4a7c AD_TrCharaPatternChange
0x001b4a80 0x001b4fa4 AD_TrCharaState
0x001b4fb0 0x001b5348 AD_TrCharaDeletePattern
0x001b5350 0x001b5638 AD_TrCharaDeleteAll
0x001b5640 0x001b5b14 AD_TrCharaUpPattern
0x001b5b20 0x001b60ac AD_TrCharaUpAll
0x001b60b0 0x001b6150 AD_TrChBackNum
0x001b6150 0x001b63dc AD_CharaEmAnimeChange
0x001b63e0 0x001b6484 AD_AnimeDelayChange
0x001b6490 0x001b6534 AD_AnimeSrcYChange
0x001b6540 0x001b65e4 AD_AnimeSrcXChange
0x001b65f0 0x001b675c AD_AnimeChange
0x001b6760 0x001b692c AD_CharaEmotionChange
0x001b6930 0x001b6b30 AD_CharaPtChange
0x001b6b30 0x001b6bf8 AD_CharaMake
0x001b6c00 0x001b6ca0 AD_AniBackNum
0x001b6ca0 0x001b6dc4 AD_ChEmotionBackNum
0x001b6dd0 0x001b6eb0 AD_ChPtBackNum
0x001b6eb0 0x001b6f48 AD_CharaBackNum
0x001b6f50 0x001b708c AD_Charainit
0x001b7090 0x001b714c AD_SaveBgTran
0x001b7150 0x001b7380 AD_CheckWinProc
0x001b7380 0x001b7448 AD_CheckWinDel
0x001b7450 0x001b764c AD_CheckWinChange
0x001b7650 0x001b793c AD_CheckWinMake
0x001b7940 0x001b7b58 AD_AdvMenuProc
0x001b7b60 0x001b7c50 AD_AdvMenuOpen
0x001b7c50 0x001b7da0 AD_AdvSelectTxtSet
0x001b7da0 0x001b7e38 AD_AdvSelectWinDelete
0x001b7e40 0x001b7ed8 AD_AdvSelectWinClose
0x001b7ee0 0x001b8074 AD_AdvSelectWinSelChange
0x001b8080 0x001b8118 AD_AdvSelectWinOpen
0x001b8120 0x001b84d0 AD_AdvSelectWinMake
0x001b84d0 0x001b8550 AD_AdvMainWinDelete
0x001b8550 0x001b85e0 AD_AdvMainWinClose
0x001b85e0 0x001b8684 AD_AdvMainWinType
0x001b8690 0x001b87b4 AD_AdvMainWinOpen
0x001b87c0 0x001b897c AD_AdvMainWinMake
0x001b8980 0x001b8b10 AD_AdvWinGauge
0x001b8b10 0x001b8cf8 AD_AdvWinBar2
0x001b8d00 0x001b8d74 AD_InformationWinDel
0x001b8d80 0x001b8f6c AD_InformationWinMake
0x001b8f70 0x001b8ff4 AD_AdvSpeakerClose
0x001b9000 0x001b91c8 AD_AdvSpeakerChange
0x001b91d0 0x001b9250 AD_AdvSpeakerCheck
0x001b9250 0x001b9378 AD_AdvEnterTran
0x001b9380 0x001b93c0 AD_AdvMainProc
0x001b93c0 0x001b9460 AD_GPTranSubChangeEnd
0x001b9460 0x001b9528 AD_GPTranSubChangeSt
0x001b9530 0x001b95c8 AD_GPTranSubModeSet
0x001b95d0 0x001b9800 AD_GPTran
0x001b9800 0x001b988c AD_GPTranProc
0x001b9890 0x001b9960 AD_GPTranChangeEnd
0x001b9960 0x001b9a30 AD_GPTranChangeSt
0x001b9a30 0x001b9a78 AD_GPTranModeSet2
0x001b9a80 0x001b9b28 AD_GPTranModeSet
0x001b9b30 0x001b9b58 AD_GPTranInit
0x001b9b60 0x001b9b90 AD_GpVramUpState
0x001b9b90 0x001b9cf0 AD_GpVramUpProc
0x001b9cf0 0x001b9e04 AD_GpVramUpSet
0x001b9e10 0x001ba264 AD_GpCameraTran
0x001ba270 0x001ba888 AD_GpTran_C
0x001ba890 0x001ba988 AD_GpTran_C
0x001ba990 0x001baa64 AD_GpTran_C
0x001baa70 0x001bab84 AD_GpTran_C
0x001bab90 0x001bac34 AD_GpTran
0x001bac40 0x001bad24 AD_GpTran
0x001bad30 0x001baddc AD_GpTran
0x001bade0 0x001baecc AD_GpTran
0x001baed0 0x001bb02c AD_GpUniTranStanby
0x001bb030 0x001bb2a4 AD_GpAttrDel
0x001bb2b0 0x001bb45c AD_GpDel
0x001bb460 0x001bb4ac AD_GpDel
0x001bb4b0 0x001bb6c4 AD_GpAttrUp
0x001bb6d0 0x001bb8f8 AD_GpUp
0x001bb900 0x001bb96c AD_GpUp
0x001bb970 0x001bbae0 AD_GpEntry
0x001bbae0 0x001bbb80 AD_GpFormat
0x001bbb80 0x001bbc68 AD_GpAr2Up
0x001bbc70 0x001bbd58 AD_GpMaxBackNum
0x001bbd60 0x001bbeac AD_GpIdBackNum
0x001bbeb0 0x001bbffc AD_GpInit
0x001bc000 0x001bc1c4 PadVibration
0x001bc1d0 0x001bc21c AD_PadVib2
0x001bc220 0x001bc268 AD_PadVibStop
0x001bc270 0x001bc2c8 AD_PadVibLock
0x001bc2d0 0x001bc320 AD_PadVib
0x001bc320 0x001bc70c AD_InputProc
0x001bc710 0x001bc898 AD_InputKey2
0x001bc8a0 0x001bce20 AD_InputKey
0x001bce20 0x001bce80 AD_InputAnalogLY
0x001bce80 0x001bcee0 AD_InputAnalogLX
0x001bcee0 0x001bd20c AD_InputDirect
0x001bd210 0x001bd248 AD_InputModeSet
0x001bd250 0x001bd2a4 AD_InputInit
0x001bd2b0 0x001bfd2c adv_mainmenu
0x001bfd30 0x001bfdd8 AD_EndcheckGpgLibCgRecord
0x001bfde0 0x001bfe3c AD_EndcheckGpSet
0x001bfe40 0x001bfe90 AD_EndcheckFlagSet
0x001bfe90 0x001c0678 AD_MainmenuEndcheckTran
0x001c0680 0x001c0dec AD_MainmenuChallengTran
0x001c0df0 0x001c0ea0 AD_MainmenuChallengExplanationTran
0x001c0ea0 0x001c115c AD_MainmenuGameTran
0x001c1160 0x001c1304 AD_MainmenuMainTran
0x001c1310 0x001c138c AD_MainmenuCharaSet
0x001c1390 0x001c14f0 AD_MainmenuModeTran
0x001c14f0 0x001c1654 AD_MainmenuCharaTran
0x001c1660 0x001c16a4 AD_MainmenuCharaTxtWinDel
0x001c16b0 0x001c1860 AD_MainmenuCharaTxtWinMake
0x001c1860 0x001c18d8 AD_MainmenuCharaTxtSet
0x001c18e0 0x001c1a58 AD_MainmenuTran
0x001c1a60 0x001c1b74 AD_MainmenuInit
0x001c1b80 0x001c1bf4 AD_MapWinDel
0x001c1c00 0x001c1c6c AD_MapWinHid
0x001c1c70 0x001c1d40 AD_MapWinShow
0x001c1d40 0x001c1f24 AD_MapWinMake
0x001c1f30 0x001c2060 AD_MapHitJudgProc
0x001c2060 0x001c2170 AD_MapMarkTran
0x001c2170 0x001c2588 AD_MapIconTran
0x001c2590 0x001c26b8 AD_MapTran
0x001c26c0 0x001c26f8 AD_MapSystemTran
0x001c2700 0x001c28bc AD_MapCursorProc
0x001c28c0 0x001c2920 AD_MapScrirptProc
0x001c2920 0x001c2a20 AD_MapProc
0x001c2a20 0x001c2d74 AD_MapOkEffectMake
0x001c2d80 0x001c2d8c AD_MapEndEffectMake
0x001c2d90 0x001c32b4 AD_MapStEffectMake
0x001c32c0 0x001c3398 AD_MapMarkPosSet
0x001c33a0 0x001c344c AD_MapMarkDataSet
0x001c3450 0x001c34f0 AD_MapPosDataSet
0x001c34f0 0x001c35a8 AD_MapPosCommentSet
0x001c35b0 0x001c3660 AD_MapPosStateSet
0x001c3660 0x001c38b0 AD_MapCursorTran
0x001c38b0 0x001c3958 AD_MapCursorProc2
0x001c3960 0x001c3aa0 AD_MapPosCursorMoveSet
0x001c3aa0 0x001c3bdc AD_MapPosIconSet
0x001c3be0 0x001c3c28 AD_MapBgEntry
0x001c3c30 0x001c3c90 AD_MapEnd
0x001c3c90 0x001c3d44 AD_MapStart
0x001c3d50 0x001c410c AD_MapInit
0x001c4110 0x001c44f0 AD_OptionTran
0x001c44f0 0x001c4520 AD_OptionTxtWinAlphaGet
0x001c4520 0x001c45e4 AD_OptionSkipStopCheck
0x001c45f0 0x001c4640 AD_OptionSkipSpeedGet
0x001c4640 0x001c4688 AD_OptionSkipmodeChange
0x001c4690 0x001c46a0 AD_OptionSkipmodeCheck
0x001c46a0 0x001c46b0 AD_OptionTxtSpeedGet
0x001c46b0 0x001c46c0 AD_OptionVibGet
0x001c46c0 0x001c46d0 AD_OptionEffCutGet
0x001c46d0 0x001c63b8 AD_OptionProc
0x001c6450 0x001c7098 AD_OptionCursorProc
0x001c70a0 0x001c70fc AD_OptionSoundWinDel
0x001c7100 0x001c7280 AD_OptionSoundWinMake
0x001c7280 0x001c757c AD_OptionSkipTxtSet
0x001c7580 0x001c75dc AD_OptionSkipWinDel
0x001c75e0 0x001c76f4 AD_OptionSkipWinMake
0x001c7700 0x001c7784 AD_OptionGameWinDel
0x001c7790 0x001c7a6c AD_OptionGameWinMake
0x001c7a70 0x001c7ae0 AD_OptionWinDel
0x001c7ae0 0x001c7d54 AD_OptionWinMake
0x001c7d60 0x001c7db8 AD_OptionSndVolProc
0x001c7dc0 0x001c7f70 AD_OptionEnd
0x001c7f70 0x001c7fe4 AD_OptionStart
0x001c7ff0 0x001c80a8 AD_OptionInit
0x001c80b0 0x001c80e8 AD_AdvBonusScenarioPlayCheck
0x001c80f0 0x001c8e8c AD_AdvBthAfterProc
0x001c8e90 0x001c9710 AD_AdvBthBeforeProc
0x001c9710 0x001c9e90 AD_AdvBthFormat
0x001c9e90 0x001c9fc4 AD_AdvBthCharaNum
0x001c9fd0 0x001ca108 AD_StScrirptProc
0x001ca110 0x001ca19c AD_StScrirptEntry
0x001ca1a0 0x001ca3c8 AD_ScrirptProc
0x001ca3d0 0x001ca498 AD_ScrirptLoad
0x001ca4a0 0x001ca524 AD_ScrirptInit
0x001ca530 0x001ca578 AD_SelCsrMove
0x001ca580 0x001ca5b8 AD_SelCsrDel
0x001ca5c0 0x001ca5f8 AD_SelCsrHid
0x001ca600 0x001ca63c AD_SelCsrShow
0x001ca640 0x001ca6e4 AD_SelCsrMake
0x001ca6f0 0x001ca770 AD_SelCsrMake
0x001ca770 0x001ca968 AD_CameraComp
0x001ca970 0x001cb6e0 AD_CameraProc
0x001cb6e0 0x001cb764 AD_CameraInit
0x001cb770 0x001cb8c4 AD_ModeChangeStaticProc2
0x001cb8d0 0x001cba34 AD_ModeChangeStaticProc1
0x001cba40 0x001cbb78 AD_ModeChangeLoadProc
0x001cbb80 0x001cbd68 AD_ModeChangeProc5
0x001cbd70 0x001cbfb0 AD_ModeChangeProc4
0x001cbfb0 0x001cc150 AD_ModeChangeProc3
0x001cc150 0x001cc63c AD_ModeChangeProc2
0x001cc640 0x001cc9d8 AD_ModeChangeProc1
0x001cc9e0 0x001cca30 AD_DataReadStateGet
0x001cca30 0x001cce44 AD_GameWinSet
0x001cce50 0x001cce80 AD_CgLibGpDel
0x001cce80 0x001cceb0 AD_CgLibGpUp
0x001cceb0 0x001ccee0 AD_TitleGpDel
0x001ccee0 0x001ccf10 AD_TitleGpUp
